Date,TREAS_3M,GM,F,UTX,CAT,MRK,PFE,IBM,MSFT,C,XOM,SP
10-Oct-05,3.6,24.29,8.53,49.19,54.69,25.73,23.57,80.24,24.12,43.42,57.34,1187.33
11-Oct-05,3.65,25.19,8.32,49.1,54.68,25.59,23.42,82.16,24.07,43.01,58.22,1184.87
12-Oct-05,3.62,25.45,8.31,49.32,53.89,25.62,23.94,81.17,23.97,42.82,57.77,1177.68
13-Oct-05,3.66,25.88,8.59,49.67,53.14,25.64,23.61,81.18,24.25,42.93,57.01,1176.84
14-Oct-05,3.69,26.68,8.23,50.79,53.87,25.98,23.44,81.33,24.33,43.24,57.48,1186.57
17-Oct-05,3.78,28.69,8.28,50.28,54.16,25.9,23.25,81.56,24.19,43.02,57.69,1190.1
18-Oct-05,3.77,27.76,8.09,49.14,53.1,25.87,23.26,82.44,24.23,42.68,55.18,1178.14
19-Oct-05,3.77,27.06,8.09,51.04,54.55,25.75,23.1,83.13,24.74,43.1,56.04,1195.76
20-Oct-05,3.76,27.06,8.05,50.98,53.41,25.75,21.11,82.14,24.45,42.57,54.1,1177.8
21-Oct-05,3.77,26.94,7.88,50.08,48.36,25.04,20.48,82.3,24.44,42.54,54.27,1179.59
24-Oct-05,3.84,28.1,8.22,50.76,49.74,25.83,20.33,82.43,24.75,43.25,55.72,1199.38
25-Oct-05,3.84,27.91,8.25,50.4,49.72,25.84,20.43,82.33,24.69,43.37,56.07,1196.54
26-Oct-05,3.81,27.81,8.14,50.07,49.97,26.01,20.3,81.86,24.76,43.83,55.09,1191.38
27-Oct-05,3.79,25.92,7.78,49.59,49.33,25.75,20.34,81.29,24.51,43.6,54.5,1178.9
28-Oct-05,3.83,25.99,7.76,50.55,50.49,26.34,20.72,80.41,25.18,44.07,55.19,1198.41
31-Oct-05,3.89,26.12,8.05,50.45,51.99,26.99,20.95,80.86,25.35,43.95,55.03,1207.01
01-Nov-05,3.87,25.92,7.95,50.07,52.12,27.28,20.77,80.58,25.6,43.59,55.28,1202.76
02-Nov-05,3.85,25.3,8,50.06,53.08,27.17,20.82,80.05,26.1,43.73,56.24,1214.76
03-Nov-05,3.85,25.37,8.11,50.67,52.87,28.2,21.08,81.84,26.08,44.06,57.41,1219.94
04-Nov-05,3.88,25.52,8.02,50.79,52.94,27.95,21.46,81.97,26.29,44.21,56.75,1220.14
07-Nov-05,3.87,25.98,8.07,50.8,53.63,28.17,21.47,82.57,26.64,45.01,55.97,1222.81
08-Nov-05,3.87,25.11,7.99,50.69,53.63,28.09,21.3,82.31,26.68,45.18,56.52,1218.59
09-Nov-05,3.9,23.92,7.77,51.69,53.48,28.3,21.54,82.01,26.59,45.39,56.65,1220.65
10-Nov-05,3.88,22.83,7.57,52.02,54.06,28.72,21.59,83.15,26.72,46.27,55.61,1230.96
11-Nov-05,3.9,23.77,7.71,52.58,54.24,28.72,21.81,83.7,26.9,46.53,55.68,1234.72
14-Nov-05,3.93,23.06,7.67,52.68,54.8,28.92,21.63,83.51,26.99,46.76,55.81,1233.76
15-Nov-05,3.92,21.96,7.59,52.54,55.26,28.71,21.28,84.67,27.2,46.2,55.59,1229.01
16-Nov-05,3.91,20.68,7.4,52.92,56.08,28.48,20.77,85.67,27.44,46.23,56.33,1231.21
17-Nov-05,3.92,21.98,7.55,53.1,56.81,28.32,20.76,86.02,27.67,46.47,56.53,1242.8
18-Nov-05,3.91,23.36,8.13,52.89,56.63,29.1,21,86.89,27.76,46.93,57.39,1248.27
21-Nov-05,3.91,22.9,8.05,53.15,57.05,29.14,21.13,86.41,27.85,47.03,58.49,1254.85
22-Nov-05,3.84,22.6,8.07,53.71,58.09,29.18,20.78,87.11,27.61,47.42,58.78,1261.23
23-Nov-05,3.86,22.84,8.16,53.74,57.35,29.47,21.04,87.91,27.62,47.83,58.98,1265.61
25-Nov-05,3.86,22.2,8.05,53.65,57.29,29.63,21.07,87.91,27.46,48.01,59.22,1268.25
28-Nov-05,3.89,22.55,8.09,53.42,56.79,28.27,20.99,88.21,27.45,47.79,57.87,1257.46
29-Nov-05,3.89,22.34,8.25,53.52,56.45,28.71,20.87,88.2,27.38,47.59,57.47,1257.48
30-Nov-05,3.86,21.27,7.87,53.19,57.12,28.48,20.61,88.01,27.38,47.07,57.17,1249.48
01-Dec-05,3.88,21.96,7.84,53.56,58.33,28.75,20.78,88.31,27.59,47.36,58.47,1264.67
02-Dec-05,3.9,21.44,7.89,54.32,58.14,29.03,20.71,87.76,27.7,47.28,58.19,1265.08
05-Dec-05,3.95,21.49,7.8,53.86,57.66,29.17,20.76,87.54,27.55,47.36,58.63,1262.09
06-Dec-05,3.95,21.74,7.85,54.3,58.13,29.19,20.55,88.24,27.39,47.4,58.8,1263.7
07-Dec-05,3.94,22.38,7.93,54.13,57.12,29.34,20.51,87.83,27.45,47.21,58.14,1257.37
08-Dec-05,3.85,21.37,7.91,54.63,56.68,28.75,20.4,86.62,27.39,47.02,58.54,1255.84
09-Dec-05,3.85,22.26,7.91,54.75,57.43,28.22,20.03,86.1,27.41,47.41,57.63,1259.37
12-Dec-05,3.83,22.39,7.92,54.88,57.37,27.52,20.36,85.1,27.15,47.19,57.99,1260.43
13-Dec-05,3.83,21.66,7.87,55.5,58.3,28,21.69,82.87,26.83,47.93,58.18,1267.43
14-Dec-05,3.81,21.79,7.9,56.4,58.08,28.29,22.21,82.29,26.79,48.12,58.97,1272.74
15-Dec-05,3.84,21.49,7.91,56.9,58.04,28.84,22.16,82.69,26.63,47.6,58.61,1270.94
16-Dec-05,3.84,21.26,8.03,57.33,58.96,29.07,21.95,82.53,26.61,47.86,57.2,1267.32
19-Dec-05,3.89,20.44,7.96,56.45,56.18,31.24,23.64,81.93,26.54,47.67,56.84,1259.92
20-Dec-05,3.88,19.28,7.79,56.72,56.09,30.99,23.33,81.65,26.57,47.71,57.07,1259.62
21-Dec-05,3.9,18.5,7.76,56.68,56.43,30.93,23.37,82.28,26.44,47.76,56.75,1262.79
22-Dec-05,3.89,18.1,7.69,57.15,57.78,31.01,23.39,82.38,26.3,47.69,56.25,1268.12
23-Dec-05,3.9,18.29,7.64,56.58,57.84,31.19,23.29,82.64,26.35,47.73,56.25,1268.66
27-Dec-05,3.9,18.44,7.63,56.06,57.23,30.94,22.97,82.16,26.17,47.16,55.04,1256.54
28-Dec-05,3.87,18.07,7.59,56.18,57.18,30.91,22.94,82.21,26.1,46.99,55.42,1258.17
29-Dec-05,3.92,18.46,7.56,55.65,57.48,31.34,22.8,81.57,25.98,47.09,55.41,1254.42
30-Dec-05,3.99,18.86,7.47,55.23,57.11,30.82,22.67,81.37,25.87,47.05,55.34,1248.29
03-Jan-06,4.07,18.36,7.58,55.84,57.14,31.73,23.12,81.24,26.55,47.78,57.6,1268.8
04-Jan-06,4.09,18.85,7.75,55.51,58.59,32.1,23.87,81.13,26.68,46.9,57.7,1273.46
05-Jan-06,4.1,19.93,8.08,55.3,58.59,32.14,23.9,81.67,26.7,47.13,57.42,1273.48
06-Jan-06,4.12,20.2,8.24,55.48,59.76,32.09,24.16,84.1,26.62,47.13,58.55,1285.45
09-Jan-06,4.14,21.76,8.34,56.11,60.85,32.61,24.16,82.89,26.57,46.91,58.52,1290.15
10-Jan-06,4.19,21.42,8.49,56.15,60.6,32.29,23.76,83.23,26.71,47.06,58.97,1289.69
11-Jan-06,4.2,21.23,8.64,55.3,60.63,32.41,24.06,83.32,26.99,47.48,59.38,1294.18
12-Jan-06,4.22,20.36,8.28,54.79,61.5,32.43,23.9,82.73,26.84,47.53,58.76,1286.06
13-Jan-06,4.23,19.78,8.27,54.98,61.62,32.42,23.98,82.33,26.89,47.42,60.07,1287.61
17-Jan-06,4.28,19.25,8.04,55.3,62.24,32.17,23.6,82.17,26.7,46.95,60.63,1283.03
18-Jan-06,4.25,19.56,7.94,54.96,61.41,32,23.33,82.96,26.54,46.88,59.78,1277.93
19-Jan-06,4.25,19.68,7.95,55.3,62.04,32.28,24.27,82.26,26.73,46.47,60.59,1285.04
20-Jan-06,4.25,19.47,7.64,54.34,60.32,32.21,24.02,80.54,26.12,44.29,59.63,1261.49
23-Jan-06,4.28,21.22,8.05,53.81,60.58,31.8,24.2,80.59,26.06,44.59,60.29,1263.82
24-Jan-06,4.3,22.39,8.13,55.76,60.89,31.76,23.91,80.04,25.99,44.6,60.06,1266.86
25-Jan-06,4.32,23.16,8.34,56.31,61.61,32.15,24.14,80.1,26.11,44.82,59.32,1264.68
26-Jan-06,4.34,22.39,8.49,56.82,64.68,32.89,24.35,79.91,26.21,45.57,59.06,1273.83
27-Jan-06,4.34,23.11,8.47,58.04,67.02,33.62,25.27,80.21,27.49,45.44,60.38,1283.72
30-Jan-06,4.38,23.64,8.5,57.65,66.51,33.38,25.22,80.81,27.7,45.39,62.17,1285.19
31-Jan-06,4.37,23.37,8.4,57.66,67.39,33.42,24.96,80.48,27.84,45.16,61.82,1280.08
01-Feb-06,4.37,23.79,8.48,57.3,68.72,33.58,25.32,81.12,27.73,44.91,61.03,1282.46
02-Feb-06,4.37,22.92,8.19,57.05,67.88,32.76,25.06,80.41,27.38,44.27,61.03,1270.84
03-Feb-06,4.37,22.48,8.09,56.49,67.62,33.32,24.58,79.17,27.24,44.15,60.48,1264.03
06-Feb-06,4.38,22.67,7.94,56.4,68.19,32.77,24.39,78.71,26.87,44.26,61.05,1265.02
07-Feb-06,4.39,22.15,7.92,56.2,66.66,32.64,24.48,79.05,26.65,44.14,59.65,1254.78
08-Feb-06,4.4,21.36,8.06,56.03,68.29,33.22,25.88,80.19,26.62,44.44,59.81,1265.65
09-Feb-06,4.41,21.5,8.18,56.02,67.94,33.27,25.85,79.79,26.37,44.86,59.34,1263.78
10-Feb-06,4.42,21.24,8.1,56.44,68.24,33.24,25.21,80.72,26.4,45.03,58.86,1266.99
13-Feb-06,4.45,21.37,8.03,56.64,68.11,33.24,25.11,79.83,26.1,44.76,59.03,1262.86
14-Feb-06,4.45,21.53,8.13,57.42,69.69,33.59,25.03,80.48,26.36,45.19,58.98,1275.53
15-Feb-06,4.44,21.59,8.2,57.64,71.06,34.19,25.14,80.24,26.68,45.32,59.19,1280
16-Feb-06,4.44,21.89,8.21,57.71,71.42,34.86,25.33,80.3,26.61,45.5,59.67,1289.38
17-Feb-06,4.43,21.53,8.27,57.51,71.51,34.92,25.34,80.1,26.5,45.31,59.97,1287.24
21-Feb-06,4.46,21.03,8.21,58.34,72.05,34.48,25.17,79.89,26.34,45.24,60.18,1283.03
22-Feb-06,4.46,20.82,8.13,58.39,72.51,34.8,25.71,80.73,26.52,45.93,59.68,1292.67
23-Feb-06,4.48,20.23,8,58.06,71.81,34.3,25.66,79.59,26.46,45.85,59.26,1287.79
24-Feb-06,4.49,19.64,7.93,58.4,72.16,34,25.88,79.49,26.43,45.9,59.84,1289.43
27-Feb-06,4.51,19.76,7.91,58.27,72.95,34.26,26.11,80.02,26.85,45.83,59.34,1294.12
28-Feb-06,4.51,19.95,7.8,58.01,72.53,33.77,25.71,79.63,26.67,45.43,58.8,1280.66
01-Mar-06,4.49,19.55,7.78,58.21,73.83,33.87,25.77,79.3,26.94,45.59,59.76,1291.24
02-Mar-06,4.5,19.07,7.5,57.8,73.78,34.02,25.58,79.34,26.77,45.12,60.27,1289.14
03-Mar-06,4.5,18.87,7.41,57.37,74.05,34.09,25.85,79.36,26.73,44.99,60.39,1287.23
06-Mar-06,4.49,19.46,7.53,57.24,72.67,33.87,25.5,79.4,26.71,45.16,59.4,1278.26
07-Mar-06,4.49,19.93,7.49,57.27,72.49,33.81,25.71,79.68,26.86,45.46,59.28,1275.88
08-Mar-06,4.47,20.06,7.39,57.35,71.86,33.97,25.69,80.53,27.04,45.74,59.14,1278.47
09-Mar-06,4.48,20.96,7.59,56.92,70.87,33.8,25.71,80.41,26.8,45.55,58.35,1272.23
10-Mar-06,4.5,21.26,7.68,57.33,70.42,34.05,25.6,80.95,26.97,46.04,58.61,1281.42
13-Mar-06,4.5,20.99,7.69,57.51,70.47,34.48,25.49,81.31,26.91,45.89,59.07,1284.13
14-Mar-06,4.48,20.77,7.57,57.82,71.4,34.38,25.49,82.25,27.02,46.23,60.23,1297.48
15-Mar-06,4.51,21.12,7.68,57.44,73.73,34.44,25.47,82.75,27.15,46.06,60.43,1303.02
16-Mar-06,4.5,21.83,7.76,57.74,74.34,34.55,25.57,82.24,27.06,46.36,61.05,1305.33
17-Mar-06,4.52,20.76,7.65,58.31,75.66,34.91,25.9,82.67,27.29,46.45,60.46,1307.25
20-Mar-06,4.55,20.48,7.76,58.21,75.28,34.93,25.98,82.95,27.68,46.44,60.08,1305.08
21-Mar-06,4.57,21.61,7.88,57.95,73.75,35.15,25.82,83.18,27.53,46.27,60.14,1297.23
22-Mar-06,4.57,21.62,7.98,58.63,75.64,35.48,25.91,83.81,26.95,46.71,60.46,1305.04
23-Mar-06,4.55,21.61,7.91,58.26,75.69,35.46,25.68,82.57,26.65,46.8,60.66,1301.67
24-Mar-06,4.54,22.25,7.92,58.78,74.93,35.31,25.54,82.73,26.81,46.84,60.58,1302.95
27-Mar-06,4.51,22.53,7.89,58.72,74.82,35.28,25.33,82.45,26.81,46.68,60.7,1301.61
28-Mar-06,4.53,22.35,7.96,57.79,74.31,34.92,24.88,81.81,26.7,46.64,60.36,1293.23
29-Mar-06,4.51,21.76,8.09,57.82,73.12,35.06,24.77,82.5,26.82,46.67,60.69,1302.89
30-Mar-06,4.5,20.69,7.99,57.53,71.86,34.88,24.73,82.57,27.02,46.32,60.53,1300.25
31-Mar-06,4.52,20.89,7.79,57.48,71.27,34.51,24.46,81.85,27,46.28,60.28,1294.87
03-Apr-06,4.55,19.78,7.61,57.69,72.95,34.68,24.66,82.43,27.35,46.45,60.44,1297.81
04-Apr-06,4.56,19.2,7.52,57.66,74.74,34.75,24.64,82.82,27.43,47.24,61.16,1305.93
05-Apr-06,4.55,19.56,7.41,57.74,75.23,35.25,24.7,83.53,27.53,47.28,61.56,1311.56
06-Apr-06,4.56,19.2,7.49,57.74,75.08,34.12,24.63,83.18,27.35,46.88,61.49,1309.04
07-Apr-06,4.57,19.17,7.44,57.14,74.36,33.76,24.23,81.86,27.04,46.7,60.74,1295.5
10-Apr-06,4.58,19.06,7.36,57.2,74.89,33.71,24.19,81.48,27.08,46.96,61.35,1296.62
11-Apr-06,4.58,18.88,7.02,56.93,76.09,33.36,23.9,80.55,26.93,46.51,61.4,1286.57
12-Apr-06,4.58,19.68,7.13,56.96,77.26,33.15,23.97,80.14,26.99,46.64,60.87,1288.12
13-Apr-06,4.58,20.04,7.2,56.66,76.36,33.24,24.05,81.36,26.87,47.08,60.97,1289.12
17-Apr-06,4.61,19.69,7.18,57.02,75.88,33.1,23.99,81.02,26.64,47.37,61.45,1285.33
18-Apr-06,4.61,20.22,7.31,58.41,78.32,33.77,24.47,82.68,27.01,47.5,62.93,1307.28
19-Apr-06,4.61,20.21,7.44,62.27,78.38,33.69,24.36,81.24,26.83,47.25,63.68,1309.93
20-Apr-06,4.61,22.24,7.78,63.67,77.63,34.28,24.49,81.4,26.83,47.32,63.31,1311.46
21-Apr-06,4.63,21.41,7.17,63.68,77.53,34.03,24.41,81.04,26.95,47.04,64.38,1311.28
24-Apr-06,4.64,21.07,6.81,63.99,77.04,33.66,24.33,81.49,26.91,47.03,63.79,1308.11
25-Apr-06,4.67,21.03,6.83,63.61,74.61,33.54,24.26,82.04,26.91,46.5,63.34,1301.74
26-Apr-06,4.67,22.74,7.1,63.67,75.62,33.61,24.51,82.72,26.9,46.78,62.49,1305.41
27-Apr-06,4.66,22.79,7.05,63.36,74.73,33.89,24.4,83.25,27.04,47.67,61.82,1309.72
28-Apr-06,4.65,22.48,6.9,62.28,75.41,33.71,24.86,81.72,23.97,49.45,62.47,1310.61
01-May-06,4.7,22.24,6.86,62.4,75.3,33.54,24.66,81.61,24.11,48.96,62.81,1305.19
02-May-06,4.69,22.8,6.86,63.03,77.14,33.77,24.71,81.8,23.83,49.1,64.05,1313.21
03-May-06,4.7,22.09,6.73,62.83,77.76,33.45,24.7,82.07,23,49.35,63.16,1308.12
04-May-06,4.68,22.18,6.78,63.23,78.47,33.6,24.75,81.81,23.26,48.88,62.7,1312.25
05-May-06,4.7,22.77,6.88,64.37,79.63,33.77,24.94,82.65,23.62,49.86,63.39,1325.76
08-May-06,4.75,23.13,6.92,64.35,79.55,33.74,25.07,82.56,23.55,49.66,63.1,1324.66
09-May-06,4.76,25.34,7.12,64.52,80.79,33.72,25.04,82.9,23.44,49.84,63.33,1325.14
10-May-06,4.76,26.38,7.01,65.6,80.62,33.96,24.81,82.57,23.59,49.79,63.58,1322.85
11-May-06,4.7,25.6,7.07,65.27,79.27,33.8,24.58,82.13,23.04,48.98,63.17,1305.92
12-May-06,4.72,25.88,7.06,64.36,77.47,33.58,24.28,82.06,23,48.5,61.95,1291.24
15-May-06,4.74,25.99,7.08,64.24,77.13,33.98,24.66,82.56,23.07,49.01,61.71,1294.5
16-May-06,4.71,25.32,6.97,64.64,77,34.4,24.67,81.83,22.93,49.04,61.67,1292.08
17-May-06,4.71,24.26,6.86,63.47,75.58,33.63,24.05,80.95,22.65,48.34,59.9,1270.32
18-May-06,4.71,23.87,6.85,62.39,74.3,34.41,23.67,80.34,22.75,48.24,59.61,1261.81
19-May-06,4.7,24.48,6.98,62.43,72.46,33.71,23.6,79.96,22.48,48.31,60.17,1267.03
22-May-06,4.71,24.24,6.85,62.67,72.55,33.7,23.5,79.7,22.8,48.35,60.5,1262.07
23-May-06,4.72,24.28,6.8,62.22,73.4,33.73,23.77,79.51,22.71,48.04,60.11,1256.58
24-May-06,4.7,26.3,6.88,61.79,73.27,33.24,23.62,79.46,23.41,48.17,59.82,1258.57
25-May-06,4.7,27.68,7.1,62.12,73.64,33.68,23.63,79.82,23.65,48.58,61.24,1272.88
26-May-06,4.72,27.85,7.26,62.33,74.1,33.85,23.78,80.43,23.63,49.07,61.3,1280.16
30-May-06,4.72,26.36,6.93,62.17,71.85,32.46,23.36,79.84,23.07,48.53,59.92,1259.87
31-May-06,4.74,26.71,7.11,62.25,72.63,32.98,23.44,79.58,22.57,48.8,60.63,1270.09
01-Jun-06,4.71,26.68,7.18,62.93,72.97,33.49,23.68,80.37,22.74,49.33,60.83,1285.71
02-Jun-06,4.69,26.28,7.05,62.76,72.49,33.64,23.97,79.2,22.68,49.64,61.37,1288.22
05-Jun-06,4.73,25.84,6.9,61.18,69.03,33.16,23.72,78.75,22.42,49.12,59.77,1265.29
06-Jun-06,4.74,25.05,6.85,59.79,68.18,33.59,23.62,79.44,22.05,49.26,60.12,1263.85
07-Jun-06,4.74,24.79,6.74,59.76,66.45,33.65,23.69,78.84,21.96,49.45,58.55,1256.15
08-Jun-06,4.74,24.63,6.61,60.05,66.6,33.66,23.64,76.72,22.03,49.45,59.29,1257.93
09-Jun-06,4.75,25.15,6.71,59.79,67.23,33.5,23.31,77.32,21.84,49.27,58.53,1252.3
12-Jun-06,4.81,25.57,6.72,59.36,66.03,33.06,23.08,76.71,21.63,48.83,57.97,1237.44
13-Jun-06,4.77,25.08,6.63,59.19,66.04,33.35,22.83,76.62,21.43,47.73,56.39,1223.69
14-Jun-06,4.77,25.16,6.56,59.36,67.19,33.18,22.9,77.4,21.8,47.32,57.53,1230.04
15-Jun-06,4.72,25.38,6.73,60.55,70.54,34.01,23.31,78.25,21.99,48.19,58.85,1256.16
16-Jun-06,4.75,25.39,6.64,61.48,70.24,34.09,23.22,77.64,22.02,47.87,58.53,1251.54
19-Jun-06,4.81,26.14,6.69,60.64,69.65,34.14,22.85,77.36,22.47,47.34,57.12,1240.13
20-Jun-06,4.8,25.44,6.35,60.72,70.68,34.6,22.74,77.68,22.48,47.53,57.12,1240.12
21-Jun-06,4.79,25.99,6.38,61.22,72.16,34.95,22.48,77.99,23,47.88,57.79,1252.2
22-Jun-06,4.79,27.05,6.38,61.62,71.97,34.93,22.44,76.88,22.8,47.69,57.7,1245.6
23-Jun-06,4.84,26.75,6.47,62.01,71.83,34.62,22.43,76.79,22.42,47.26,57.83,1244.5
26-Jun-06,4.91,27.53,6.5,61.97,72.17,34.7,22.8,76.84,22.74,47.81,58.55,1250.56
27-Jun-06,4.92,25.69,6.49,61.13,71.34,34.39,22.59,76.33,22.78,47.28,59.37,1239.2
28-Jun-06,4.88,26.45,6.31,61.06,72.39,34.78,22.69,76.26,23.08,47.37,60.84,1246
29-Jun-06,4.88,27.22,6.35,63.02,74.08,35.56,23.03,77.28,23.38,48.37,62.08,1272.87
30-Jun-06,4.87,29.55,6.88,63.14,74.16,36.09,23.25,76.51,23.21,47.76,61.07,1270.2
03-Jul-06,4.96,29.17,6.66,63.71,74.45,36.28,23.36,77.71,23.61,48.48,61.86,1280.19
05-Jul-06,4.88,29.18,6.56,63.57,72.81,36.35,23.46,77.46,23.26,48.52,62.26,1270.91
06-Jul-06,4.87,28.97,6.54,63.57,73.33,36.32,23.46,77.78,23.39,48.77,63.18,1274.08
07-Jul-06,4.89,29.24,6.68,62.83,72.27,36.63,23.46,76.12,23.21,48.59,62.55,1265.48
10-Jul-06,4.93,29.14,6.85,62.6,72.95,36.48,23.65,76.37,23.41,48.84,62.75,1267.34
11-Jul-06,4.92,29.26,6.75,63.56,73.08,36.93,23.27,76.17,23.02,49.1,63.68,1272.43
12-Jul-06,4.93,29.38,6.83,62.97,71,36.36,22.97,75.18,22.56,48.34,63.67,1258.6
13-Jul-06,4.92,28.09,6.51,61.16,69.4,36.6,22.66,73.95,22.18,47.39,63.77,1242.28
14-Jul-06,4.93,27.25,6.33,58.55,68.89,35.82,22.21,73.28,22.21,47.1,64.6,1236.2
17-Jul-06,4.98,27.46,6.36,57.71,68.89,36.04,22.2,73.41,22.4,45.93,63.7,1234.49
18-Jul-06,5,27.49,6.39,58.62,69.47,36.35,22.37,73.97,22.66,46.08,64.31,1236.86
19-Jul-06,4.98,28.29,6.28,60.8,71.12,36.98,23.09,75.77,23.31,46.77,64.36,1259.81
20-Jul-06,4.95,28.32,6.15,59.99,69.08,36.96,23.49,75.18,22.77,46.64,63.95,1249.13
21-Jul-06,4.96,28.75,6.23,59.7,68.35,37.02,23.61,74.56,23.78,46.46,63.63,1240.29
24-Jul-06,4.97,29.43,6.31,61.18,70.52,38.59,24.56,75.69,23.91,46.98,65.06,1260.91
25-Jul-06,5,30.41,6.54,61.76,70.66,38.91,24.73,75.59,24.13,46.97,65.44,1268.88
26-Jul-06,4.98,31.74,6.7,61.5,70.13,39.81,24.88,75.53,24.28,47.05,66.29,1268.4
27-Jul-06,4.97,31.85,6.78,61.36,70.72,40.6,25.41,75.85,23.78,46.83,66.16,1263.2
28-Jul-06,4.94,32.09,6.84,61.88,71.21,40.74,25.87,76.65,24.16,47.84,66.69,1278.55
31-Jul-06,4.97,31.97,6.67,61.92,70.87,39.9,25.75,77.1,23.97,47.82,67.43,1276.66
01-Aug-06,4.99,31.05,6.58,61.41,69.71,40.44,25.75,75.84,23.9,48.02,67.87,1270.92
02-Aug-06,4.97,31.36,6.96,62.02,70.75,40.65,25.38,76.02,24.21,48.23,68.16,1277.41
03-Aug-06,4.98,30.95,6.86,62.47,72.73,41.21,25.28,76.03,24.12,48.47,68.05,1280.27
04-Aug-06,4.96,30.84,7.13,62.3,73.1,40.97,25.74,75.61,24.2,48.5,68.37,1279.36
07-Aug-06,4.99,31.15,7.17,62.82,73.18,40.46,25.81,75.22,24.13,48.23,68.91,1275.77
08-Aug-06,4.97,30.86,7.37,61.61,71.6,40.6,25.92,75.33,24.25,48.31,68.95,1271.48
09-Aug-06,4.94,30.78,7.33,60.05,68.52,41.08,26.15,75.39,24.35,47.83,68.97,1265.95
10-Aug-06,4.92,30.61,7.39,60.19,68.32,40.95,25.97,75.74,24.37,47.97,69.34,1271.81
11-Aug-06,4.94,30.11,7.37,59.89,67.03,40.23,25.82,75.48,24.34,47.64,69.73,1266.74
14-Aug-06,4.99,30.2,7.83,60.21,65.96,40.5,26.08,76.68,24.44,47.72,69.25,1268.21
15-Aug-06,4.97,30.54,7.92,60.76,67.41,40.57,26.4,77.08,24.62,48.41,68.69,1285.58
16-Aug-06,4.94,30.99,8.26,62.17,69.11,40.8,26.75,79.09,24.7,48.53,67.57,1295.43
17-Aug-06,4.96,30.56,8.17,61.95,69.36,38.47,27,79.37,24.7,48.57,68.08,1297.48
18-Aug-06,4.97,30.55,8,61.84,68.31,39.16,27.05,79.9,25.79,48.6,69.1,1302.3
21-Aug-06,4.98,30.54,7.47,61.46,68.25,39.28,26.64,79.28,26.12,48.49,69.83,1297.52
22-Aug-06,4.97,30.88,7.42,60.9,68.5,39.38,26.98,78.95,25.62,48.42,70.21,1298.82
23-Aug-06,4.96,30.18,7.76,60.77,67.21,40.09,27.14,78.67,25.67,48.58,69.63,1292.99
24-Aug-06,4.96,29.88,7.76,60.99,65.5,39.69,27.24,79.38,25.74,48.72,70.72,1296.06
25-Aug-06,4.98,29.33,8,60.67,65.99,40.07,27.23,79.88,25.85,48.64,70.43,1295.09
28-Aug-06,4.97,29.43,8.05,61.53,66.07,40.57,27.54,80.32,25.95,49.12,70.1,1301.78
29-Aug-06,4.94,29.45,8.26,62.17,65.45,40.89,27.6,81.4,25.84,49.26,69.41,1304.28
30-Aug-06,4.92,29.25,8.27,62.27,65.06,40.8,27.73,81.22,25.8,49.52,68.3,1305.37
31-Aug-06,4.92,29.18,8.37,62.71,66.35,40.55,27.56,80.97,25.7,49.35,67.67,1303.82
01-Sep-06,4.89,30.27,8.27,63.26,67.27,40.96,27.96,81.41,25.84,49.37,68.1,1311.01
